,type,id,advertiser_type,advertiser_id,advertiser_name,displayPrice,propertyFeatures,propertyType,bathrooms,bedrooms,carspaces,unitNumber,streetNumber,street,area,region,suburb,postcode,latitude,longitude
0,PropertyListing,2015426283,Agency,17080,McGrath Estate Agents,"$890,000+","['Ensuite', 'Furnished', 'WaterViews']",ApartmentUnitFlat,2.0,2.0,2,804,19,Marcus Clarke Street,Inner North,Canberra,ACTON,2601,-35.2851639,149.1249
1,PropertyListing,2014368750,Agency,25426,Crowthers,"$695,000","['SecureParking', 'Furnished', 'BroadbandInternetAccess', 'Dishwasher', 'Study']",ApartmentUnitFlat,1.0,2.0,1,1002,25,Edinburgh Ave,Inner North,Canberra,ACTON,2601,-35.2849121,149.122589
2,PropertyListing,2014368797,Agency,25426,Crowthers,"$650,000","['AirConditioning', 'SecureParking', 'Furnished', 'Gym', 'BroadbandInternetAccess', 'Heating', 'Dishwasher', 'Study']",ApartmentUnitFlat,2.0,1.0,1,G09,19,Marcus Clarke Street,Inner North,Canberra,ACTON,2601,-35.2851639,149.1249
3,PropertyListing,2014828003,Agency,14110,LJ Hooker Kaleen,"$479,000+",[],ApartmentUnitFlat,1.0,1.0,1,806,25,Edinburgh Avenue,Inner North,Canberra,ACTON,2601,-35.2849121,149.122589
4,PropertyListing,2011843503,Agency,25426,Crowthers,"$880,000",['Ensuite'],ApartmentUnitFlat,2.0,2.0,2,,25,Edinburgh Avenue,Inner North,Canberra,ACTON,2601,-35.28517,149.123428
5,PropertyListing,2016053489,Agency,17080,McGrath Estate Agents,"$829,950","['Ensuite', 'Gym', 'DoubleGlazedWindows']",ApartmentUnitFlat,2.0,2.0,2,602,19,Marcus Clarke Street,Inner North,Canberra,ACTON,2601,-35.2851639,149.1249
6,PropertyListing,2012104543,Agency,25426,Crowthers,"$625,000","['SecureParking', 'Furnished', 'Study']",ApartmentUnitFlat,2.0,1.0,1,,19,Marcus Clarke Street,Inner North,Canberra,ACTON,2601,-35.2849274,149.125076
7,PropertyListing,2011843505,Agency,25426,Crowthers,"Offers Above $479,000",[],ApartmentUnitFlat,1.0,1.0,1,,25,Edinburgh Avenue,Inner North,Canberra,ACTON,2601,-35.28517,149.123428
8,PropertyListing,2014829769,Agency,17238,buyMyplace,All reasonable offers considered,"['BuiltInWardrobes', 'InternalLaundry', 'Furnished', 'Intercom', 'Heating', 'Dishwasher']",ApartmentUnitFlat,1.0,1.0,1,510,25,Edinburgh Avenue,Inner North,Canberra,ACTON,2601,-35.2851257,149.123108
9,PropertyListing,2011908963,Agency,25436,Simplicity Real Estate,"Offers Above $410,000","['Gas', 'SecureParking', 'WaterViews', 'Gym', 'Intercom', 'Heating', 'Dishwasher', 'DoubleGlazedWindows']",ApartmentUnitFlat,1.0,1.0,0,,25,Edinburgh Avenue,Inner North,Canberra,ACTON,2601,-35.2849121,149.122589
10,PropertyListing,2016022104,Agency,14106,LJ Hooker Dickson,By Negotiation,"['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Dishwasher']",House,3.0,4.0,2,,25,Shortland Crescent,Inner North,Canberra,AINSLIE,2602,-35.2554245,149.148285
11,PropertyListing,2016043163,Agency,28314,home.byholly,Auction 6.:00pm Thursday 20 February,"['Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'SwimmingPool', 'AlarmSystem', 'Bath', 'Heating', 'Study']",House,2.0,4.0,2,,58,Paterson Street,Inner North,Canberra,AINSLIE,2602,-35.2671432,149.1426
12,PropertyListing,2016040135,Agency,14106,LJ Hooker Dickson,Auction 22/2/20,"['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Heating', 'Study']",House,3.0,4.0,2,,61,Duffy Street,Inner North,Canberra,AINSLIE,2602,-35.2642059,149.148026
13,PropertyListing,2016039695,Agency,31430,Hayman Partners,Auction on site 9:30am Saturday 22 February,"['BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Heating', 'Study']",House,2.0,4.0,4,,92,Ebden Street,Inner North,Canberra,AINSLIE,2602,-35.25986,149.147842
14,PropertyListing,2015685699,Agency,14106,LJ Hooker Dickson,"$1,650,000","['BuiltInWardrobes', 'Gas', 'Heating', 'Dishwasher', 'Study', 'Shed', 'SolarPanels', 'BalconyDeck']",House,4.0,6.0,2,,139,Duffy Street,Inner North,Canberra,AINSLIE,2602,-35.2559471,149.1548
15,PropertyListing,2015552505,Agency,31834,Illustrated Properties,By Negotiation,"['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'GroundFloor', 'Heating', 'Dishwasher']",House,3.0,5.0,2,,33,Stephen Street,Inner North,Canberra,AINSLIE,2602,-35.2568474,149.142731
16,PropertyListing,2015123207,Agency,28314,home.byholly,Contact Agent,"['Ensuite', 'Gas', 'SecureParking', 'NorthFacing', 'Bath', 'Heating', 'Dishwasher']",House,2.0,3.0,2,2,9,Leslie Street,Inner North,Canberra,AINSLIE,2602,-35.26825,149.14563
17,PropertyListing,2016061600,Agency,28314,home.byholly,Auction 9:30am Saturday 29 February 2020,"['BuiltInWardrobes', 'Gas', 'NorthFacing', 'Heating', 'Dishwasher', 'Shed']",House,1.0,2.0,1,,1,Officer Crescent,Inner North,Canberra,AINSLIE,2602,-35.25889,149.147476
18,PropertyListing,2016075017,Agency,28314,home.byholly,Auction 6:15pm Thursday 5 March 2020,"['BuiltInWardrobes', 'Floorboards', 'SecureParking', 'SwimmingPool', 'Heating', 'Study']",House,1.0,2.0,1,,24,Hannan Crescent,Inner North,Canberra,AINSLIE,2602,-35.25481,149.15094
19,PropertyListing,2016058246,Agency,28314,home.byholly,Auction 11:00am Saturday 29 February 2020,"['Floorboards', 'Gas', 'SecureParking', 'NorthFacing', 'Heating', 'Study']",House,2.0,3.0,1,,95,Wakefield Gardens,Inner North,Canberra,AINSLIE,2602,-35.26117,149.144974
20,PropertyListing,2015915891,Agency,17080,McGrath Estate Agents,"$749,000+","['Floorboards', 'Gas', 'Heating']",House,2.0,4.0,2,,13,Willara Close,Gungahlin,Canberra,AMAROO,2914,-35.17176,149.125748
21,PropertyListing,2015995091,Agency,14109,LJ Hooker Gungahlin,"$629,950+","['Gas', 'SecureParking']",House,2.0,3.0,2,,82,Wanderer Court,Gungahlin,Canberra,AMAROO,2914,-35.1682549,149.1182
22,PropertyListing,2015939495,Agency,19357,LJ Hooker Kippax,"$860,000+","['Ensuite', 'Gas', 'Heating']",House,3.0,5.0,2,,45,Diamond Street,Gungahlin,Canberra,AMAROO,2914,-35.17326,149.129959
23,PropertyListing,2015894553,Agency,14109,LJ Hooker Gungahlin,"$835,000+","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'Shed']",House,2.0,4.0,2,,11,Moondarra Street,Gungahlin,Canberra,AMAROO,2914,-35.17097,149.131226
24,PropertyListing,2015807134,Agency,14245,Premier Capital Properties,"Offers Above $697,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'BroadbandInternetAccess', 'Heating']",House,2.0,4.0,2,,22,Lennard Street,Gungahlin,Canberra,AMAROO,2914,-35.1704254,149.124252
25,PropertyListing,2016009042,Agency,14621,Taylors Real Estate,"Offers Above $680,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",House,2.0,4.0,2,,1,Clarendon Street,Gungahlin,Canberra,AMAROO,2914,-35.1703453,149.134872
26,PropertyListing,2015820493,Agency,14109,LJ Hooker Gungahlin,"$645,000","['BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'NorthFacing', 'Heating', 'Dishwasher', 'Shed']",Townhouse,2.0,4.0,2,8,12,Redwater Place,Gungahlin,Canberra,AMAROO,2914,-35.1667252,149.133713
27,PropertyListing,2016039809,Agency,14109,LJ Hooker Gungahlin,"$620,000 - $650,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'AlarmSystem', 'Bath', 'Heating', 'Dishwasher']",Townhouse,2.0,4.0,2,,9/82,Buckingham Street,Gungahlin,Canberra,AMAROO,2914,-35.1651077,149.134689
28,PropertyListing,2016005891,Agency,19982,Peter Blackshaw Real Estate Gungahlin,"Offers over $550,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating']",Townhouse,2.0,3.0,2,4,39,Mornington Street,Gungahlin,Canberra,AMAROO,2914,-35.1659126,149.1341
29,PropertyListing,2015457439,Agency,17473,Ray White Canberra,"$799,500+","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating']",House,2.0,4.0,2,,14,Meerup Street,Gungahlin,Canberra,AMAROO,2914,-35.1722679,149.134186
30,PropertyListing,2016009085,Agency,17080,McGrath Estate Agents,"Over $750,000",['SecureParking'],House,3.0,4.0,1,2,14,Bindel Place,Belconnen,Canberra,ARANDA,2614,-35.2548332,149.074966
31,PropertyListing,2016093291,Agency,14099,LJ Hooker Belconnen,"$420,000",[],Townhouse,1.0,2.0,2,1,8,Jalanga Crescent,Belconnen,Canberra,ARANDA,2614,-35.25669,149.078674
32,PropertyListing,2015919981,Agency,17473,Ray White Canberra,"$680,000+","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Heating']",House,2.0,4.0,4,,58,Bellchambers Crescent,Tuggeranong,Canberra,BANKS,2906,-35.4780464,149.09761
33,PropertyListing,2016024421,Agency,23987,One Agency Sandy Morris,"$480,000+","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'Shed', 'SolarPanels']",House,1.0,3.0,2,2,2,McLuckie Crescent,Tuggeranong,Canberra,BANKS,2906,-35.46638,149.099609
34,PropertyListing,2016058884,Agency,22060,Independent Tuggeranong,"Offers over $475,000","['BuiltInWardrobes', 'Gas', 'Bath', 'Heating', 'Dishwasher']",House,1.0,3.0,2,,40,Mcluckie Crescent,Tuggeranong,Canberra,BANKS,2906,-35.4678154,149.099579
35,PropertyListing,2016042238,Agency,16565,McIntyre Property,"$445,000+","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'Shed']",House,1.0,3.0,2,1,40,Smeaton Circuit,Tuggeranong,Canberra,BANKS,2906,-35.4754944,149.099716
36,PropertyListing,2016093105,Agency,25130,One Agency Andrew Thorpe,"Offers Above $810,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'Study']",House,2.0,3.0,2,,29,Alison Ashby Crescent,Tuggeranong,Canberra,BANKS,2906,-35.4766235,149.102982
37,PropertyListing,2016090253,Agency,16565,McIntyre Property,"$530,000+","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Bath', 'Dishwasher']",House,1.0,3.0,2,,12,Bellchambers Crescent,Tuggeranong,Canberra,BANKS,2906,-35.474968,149.093842
38,PropertyListing,2016055818,Agency,10312,Luton Properties Tuggeranong CRE,"$535,000+","['Ensuite', 'Gas', 'SecureParking', 'GroundFloor', 'Heating']",House,2.0,4.0,2,,27,Opal Street,Tuggeranong,Canberra,BANKS,2906,-35.4711571,149.095673
39,PropertyListing,2016074499,Agency,18793,Peter Blackshaw Tuggeranong,"$470,000+","['BuiltInWardrobes', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",House,1.0,3.0,2,,6,Notting Court,Tuggeranong,Canberra,BANKS,2906,-35.47294,149.096527
40,PropertyListing,2015272611,Agency,10282,Property Now,"$460,000","['AirConditioning', 'BuiltInWardrobes', 'Heating', 'Shed', 'FullyFenced']",Townhouse,1.0,3.0,4,9,41,Wiburd Street,Tuggeranong,Canberra,BANKS,2906,-35.4698219,149.0999
41,PropertyListing,2016074654,Agency,31430,Hayman Partners,"$429,000+","['Gas', 'Heating', 'Shed']",House,1.0,3.0,2,1,51,Bellchambers Crescent,Tuggeranong,Canberra,BANKS,2906,-35.4775543,149.097443
42,PropertyListing,2015997188,Agency,5795,Maloney's the Estate Agent,"$720,000","['BuiltInWardrobes', 'Ensuite', 'NorthFacing', 'Gym', 'Intercom', 'Heating']",ApartmentUnitFlat,2.0,2.0,2,22,43,Blackall Street,Inner South,Canberra,BARTON,2600,-35.307106,149.137589
43,PropertyListing,2015835446,Agency,28119,Belle Property Kingston,"$649,000","['BuiltInWardrobes', 'Ensuite', 'Gym', 'Intercom', 'Heating']",ApartmentUnitFlat,2.0,2.0,2,58,30,Blackall Street,Inner South,Canberra,BARTON,2600,-35.3063545,149.137009
44,PropertyListing,2016036177,Agency,17737,Capital Residential,"$425,000+","['AirConditioning', 'GroundFloor']",ApartmentUnitFlat,1.0,1.0,1,6,30,Blackall Street,Inner South,Canberra,BARTON,2600,-35.3063545,149.137009
45,PropertyListing,2016040744,Agency,28119,Belle Property Kingston,UNDER OFFER,"['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'Dishwasher', 'Study']",ApartmentUnitFlat,1.0,1.0,1,49,5,Burbury Close,Inner South,Canberra,BARTON,2600,-35.3123741,149.133453
46,PropertyListing,2016037573,Agency,10310,Luton Properties - Manuka,"$419,000 +","['Furnished', 'Gym']",ApartmentUnitFlat,1.0,1.0,1,91,32,Blackall  Street,Inner South,Canberra,BARTON,2600,-35.3068,149.13678
47,PropertyListing,2014878204,Agency,25428,Key Real Estate ACT,"Offers Above $655,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Gym', 'Intercom', 'BroadbandInternetAccess', 'Heating', 'Dishwasher', 'DoubleGlazedWindows']",ApartmentUnitFlat,2.0,2.0,0,24,30,Blackall Street,Inner South,Canberra,BARTON,2600,-35.3063545,149.137009
48,PropertyListing,2015298959,Agency,28119,Belle Property Kingston,"$620,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Dishwasher']",ApartmentUnitFlat,2.0,2.0,2,110,46,Macquarie Street,Inner South,Canberra,BARTON,2600,-35.3061638,149.136383
49,PropertyListing,2014619496,Agency,26532,BORIS.,"$448,888","['SecureParking', 'Furnished', 'WaterViews', 'Gym', 'Heating', 'Dishwasher']",ApartmentUnitFlat,1.0,1.0,1,15,45,Blackall Street,Inner South,Canberra,BARTON,2600,-35.30783,149.137344
50,PropertyListing,2016092989,Agency,28314,home.byholly,$925000+,"['BuiltInWardrobes', 'Floorboards', 'NorthFacing', 'Heating', 'Dishwasher']",ApartmentUnitFlat,2.0,3.0,2,42,30,Blackall Street,Inner South,Canberra,BARTON,2600,-35.3063545,149.137009
51,PropertyListing,2016092769,Agency,28119,Belle Property Kingston,"$725,000","['Ensuite', 'SecureParking', 'NorthFacing', 'Heating', 'DoubleGlazedWindows']",ApartmentUnitFlat,2.0,2.0,2,4,44,Macquarie Street,Inner South,Canberra,BARTON,2600,-35.3070374,149.135757
52,Project,2015303942,Agency,29298,GEOCON,"$927,900","['AirConditioning', 'Ensuite', 'SecureParking', 'Intercom', 'Dishwasher', 'DoubleGlazedWindows']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
53,Project,2015303964,Agency,29298,GEOCON,"$911,900","['AirConditioning', 'Ensuite', 'SecureParking', 'WaterViews', 'Intercom', 'Dishwasher', 'DoubleGlazedWindows']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
54,Project,2015303943,Agency,29298,GEOCON,"$634,900","['AirConditioning', 'SecureParking', 'Dishwasher']",NewApartments,2.0,2.0,1,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
55,Project,2015303965,Agency,29298,GEOCON,"$583,900","['AirConditioning', 'SecureParking', 'WaterViews', 'Dishwasher', 'DoubleGlazedWindows']",NewApartments,2.0,2.0,1,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
56,Project,2015303970,Agency,29298,GEOCON,"$1,019,900","['AirConditioning', 'SecureParking', 'SwimmingPool', 'Gym', 'Dishwasher', 'Study']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
57,Project,2015303966,Agency,29298,GEOCON,"$966,900","['AirConditioning', 'SecureParking', 'SwimmingPool', 'Gym', 'Intercom', 'Dishwasher', 'Study', 'DoubleGlazedWindows']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
58,Project,2015303959,Agency,29298,GEOCON,"$924,900","['AirConditioning', 'SecureParking', 'SwimmingPool', 'Gym', 'Dishwasher', 'Study']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
59,Project,2015303960,Agency,29298,GEOCON,"$519,900","['AirConditioning', 'Ensuite', 'SecureParking', 'SwimmingPool', 'Gym', 'Dishwasher', 'Study']",NewApartments,2.0,2.0,1,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
60,Project,2015303945,Agency,29298,GEOCON,"$778,900 - $798,900","['AirConditioning', 'SecureParking', 'WaterViews', 'Intercom', 'Dishwasher', 'Study', 'DoubleGlazedWindows']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
61,Project,2015303953,Agency,29298,GEOCON,"$778,900 - $798,900","['AirConditioning', 'Ensuite', 'SecureParking', 'WaterViews', 'Intercom', 'Dishwasher', 'Study', 'DoubleGlazedWindows']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
62,Project,2015303954,Agency,29298,GEOCON,"$778,900 - $798,900","['AirConditioning', 'SecureParking', 'WaterViews', 'Intercom', 'Dishwasher', 'Study', 'DoubleGlazedWindows']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
63,Project,2015303972,Agency,29298,GEOCON,"$778,900 - $798,900","['AirConditioning', 'SecureParking', 'WaterViews', 'Intercom', 'Dishwasher', 'Study', 'DoubleGlazedWindows']",NewApartments,2.0,3.0,2,,,,Belconnen,Canberra,BELCONNEN,2617,-35.22816,149.0927
64,PropertyListing,2015873711,Agency,27748,Harcourts Belconnen,"$629,000 +","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'NorthFacing']",ApartmentUnitFlat,2.0,3.0,2,30,37,Chandler Street,Belconnen,Canberra,BELCONNEN,2617,-35.2389336,149.070526
65,PropertyListing,2015828783,Agency,14106,LJ Hooker Dickson,"$604,900","['Ensuite', 'SwimmingPool', 'NorthFacing', 'Gym', 'DoubleGlazedWindows']",ApartmentUnitFlat,2.0,2.0,2,94,1,Edmondstone Place,Belconnen,Canberra,BELCONNEN,2617,-35.2409,149.071228
66,PropertyListing,2015956683,Agency,17473,Ray White Canberra,"Offers over $429,999","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'SwimmingPool', 'DoubleGlazedWindows']",House,1.0,2.0,1,47,97,Eastern Valley Way,Belconnen,Canberra,BELCONNEN,2617,-35.2425423,149.0734
67,PropertyListing,2015917538,Agency,17473,Ray White Canberra,"$399,000","['BuiltInWardrobes', 'SecureParking', 'NorthFacing', 'Intercom', 'Heating', 'Dishwasher']",ApartmentUnitFlat,1.0,2.0,1,29,13,Chandler Street,Belconnen,Canberra,BELCONNEN,2617,-35.23749,149.069443
68,PropertyListing,2016024203,Agency,11153,Luton Properties - Belconnen,"$365,000","['PetsAllowed', 'SwimmingPool', 'Gym', 'Study']",ApartmentUnitFlat,1.0,1.0,1,30,97,Eastern Valley Way,Belconnen,Canberra,BELCONNEN,2617,-35.2425423,149.0734
69,PropertyListing,2015912686,Agency,14099,LJ Hooker Belconnen,"$365,000","['SwimmingPool', 'NorthFacing', 'DoubleGlazedWindows']",ApartmentUnitFlat,1.0,1.0,1,2107,120,Eastern Valley Way,Belconnen,Canberra,BELCONNEN,2617,-35.240715,149.0736
70,PropertyListing,2015842813,Agency,14576,Sadil Quinlan Properties,"$270,000","['BuiltInWardrobes', 'Gas', 'SecureParking', 'SwimmingPool', 'NorthFacing', 'Gym', 'Heating']",ApartmentUnitFlat,1.0,2.0,1,14,2,Buik Place,Belconnen,Canberra,BELCONNEN,2617,-35.24871,149.073837
71,PropertyListing,2015913977,Agency,33098,Reliance Residential,"Offers Above $869,000","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Intercom', 'Heating', 'Dishwasher', 'Study', 'DoubleGlazedWindows']",House,3.0,4.0,2,,83,Henry Williams Street,Gungahlin,Canberra,BONNER,2914,-35.15316,149.151413
72,PropertyListing,2016024239,Agency,29103,Irwin Property,"Offers above $779,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'AlarmSystem', 'Bath', 'Shed', 'DoubleGlazedWindows']",House,2.0,4.0,2,,6,Pepper Street,Gungahlin,Canberra,BONNER,2914,-35.15253,149.142258
73,PropertyListing,2015916657,Agency,15984,Maria Selleck Properties,"$745,000+","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'RainwaterStorageTank']",House,2.0,4.0,2,,59,Henry Williams Street,Gungahlin,Canberra,BONNER,2914,-35.1537971,149.1496
74,PropertyListing,2015995669,Agency,19011,McGrath Woden Property Management,Price on request,"['AirConditioning', 'BuiltInWardrobes', 'Ensuite']",House,2.0,4.0,2,,16,Djerrkura Street,Gungahlin,Canberra,BONNER,2914,-35.1532059,149.142441
75,PropertyListing,2015882951,Agency,33098,Reliance Residential,"Offers Above $399,000","['BuiltInWardrobes', 'Gas', 'Heating', 'Dishwasher']",House,1.0,2.0,1,,25,Stanner Circuit,Gungahlin,Canberra,BONNER,2914,-35.1603775,149.134827
76,PropertyListing,2015896179,Agency,20068,McGrath Dickson,"over $938,000","['Ensuite', 'SecureParking', 'Bath']",House,2.0,4.0,2,,117,Bieundurry Street,Gungahlin,Canberra,BONNER,2914,-35.15154,149.138016
77,PropertyListing,2015940070,Agency,21655,Independent Inner North & City,"$839,000","['Ensuite', 'Gas', 'SecureParking', 'GroundFloor', 'Heating', 'Dishwasher']",House,3.0,4.0,2,,27,Ida West Street,Gungahlin,Canberra,BONNER,2914,-35.151825,149.148331
78,PropertyListing,2015852262,Agency,17080,McGrath Estate Agents,"$750,000+","['Gas', 'SecureParking']",House,2.0,4.0,2,,71,Ida West Street,Gungahlin,Canberra,BONNER,2914,-35.1506233,149.147018
79,PropertyListing,2016005943,Agency,19982,Peter Blackshaw Real Estate Gungahlin,"$535,000+","['BuiltInWardrobes', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",Townhouse,1.0,3.0,2,,50,Eugene Vincent Street,Gungahlin,Canberra,BONNER,2914,-35.1591263,149.139709
80,PropertyListing,2016036443,Agency,14109,LJ Hooker Gungahlin,"$450,000+","['AirConditioning', 'Gas', 'SecureParking', 'Bath']",House,1.0,2.0,1,,108,Mobourne Street,Gungahlin,Canberra,BONNER,2914,-35.15902,149.133987
81,PropertyListing,2016039299,Agency,14367,Wright Dunn Real Estate ,Contact Agent,"['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Dishwasher']",House,2.0,4.0,2,,70,Barr Smith Avenue,Tuggeranong,Canberra,BONYTHON,2905,-35.4317436,149.076218
82,PropertyListing,2015991573,Agency,10312,Luton Properties Tuggeranong CRE,"$939,000+","['Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'DoubleGlazedWindows', 'SolarPanels']",House,3.0,5.0,2,,84,Don Dunstan Drive,Tuggeranong,Canberra,BONYTHON,2905,-35.4261627,149.070023
83,PropertyListing,2015891493,Agency,10312,Luton Properties Tuggeranong CRE,"$829,000+","['Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Gym', 'Heating', 'Shed']",House,3.0,5.0,2,,7,Helen Mayo Crescent,Tuggeranong,Canberra,BONYTHON,2905,-35.4275856,149.0811
84,PropertyListing,2016033792,Agency,27374,Harcourts Brindabella,Auction,"['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Heating', 'Study']",House,2.0,4.0,2,,6,Bagshaw Place,Tuggeranong,Canberra,BONYTHON,2905,-35.4388847,149.0864
85,PropertyListing,2015994085,Agency,10312,Luton Properties Tuggeranong CRE,"$629,000+","['Ensuite', 'Gas', 'Heating', 'Dishwasher']",House,2.0,4.0,2,,56,Barr Smith Avenue,Tuggeranong,Canberra,BONYTHON,2905,-35.4319534,149.077927
86,PropertyListing,2015991282,Agency,10312,Luton Properties Tuggeranong CRE,"$779,000","['Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",House,3.0,6.0,3,,70,Kingscote Crescent,Tuggeranong,Canberra,BONYTHON,2905,-35.4306831,149.076843
87,PropertyListing,2015901948,Agency,32135,Christine Shaw Properties,"$689,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Furnished', 'NorthFacing', 'Heating']",House,2.0,4.0,1,,24,Hurtle Avenue,Tuggeranong,Canberra,BONYTHON,2905,-35.43461,149.084686
88,PropertyListing,2016041406,Agency,16565,McIntyre Property,"$580,000+","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher']",House,2.0,3.0,2,,55,Tenison-Woods Circuit,Tuggeranong,Canberra,BONYTHON,2905,-35.4262733,149.076813
89,PropertyListing,2015618140,Agency,10312,Luton Properties Tuggeranong CRE,"$595,000+","['Ensuite', 'SecureParking', 'Heating']",Townhouse,2.0,3.0,2,20,14,Burgoyne Street,Tuggeranong,Canberra,BONYTHON,2905,-35.42677,149.072144
90,PropertyListing,2015525058,Agency,18793,Peter Blackshaw Tuggeranong,"$530,000+","['AirConditioning', 'Ensuite', 'SecureParking', 'Heating']",Townhouse,2.0,3.0,2,19,10,Helpmann Street,Tuggeranong,Canberra,BONYTHON,2905,-35.4257736,149.071548
91,Project,2015932122,Agency,33180,Carter & Co Projects,"$1,049,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'Study']",NewHouseLand,2.0,3.0,2,,,,Inner North,Canberra,BRADDON,2612,-35.2719421,149.135559
92,Project,2015932119,Agency,33180,Carter & Co Projects,"$979,900","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher']",NewApartments,2.0,3.0,2,,,,Inner North,Canberra,BRADDON,2612,-35.2719421,149.135559
93,Project,2015932121,Agency,33180,Carter & Co Projects,"$939,900","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher']",NewHouseLand,2.0,3.0,2,,,,Inner North,Canberra,BRADDON,2612,-35.2719421,149.135559
94,Project,2014255209,Agency,26879,JWLand Development,"Offers Above $719,000","['Floorboards', 'SecureParking', 'Dishwasher']",ApartmentUnitFlat,2.0,3.0,2,,,,Inner North,Canberra,BRADDON,2612,-35.2708244,149.135727
95,Project,2014255211,Agency,26879,JWLand Development,"$565,000","['Floorboards', 'SecureParking', 'Dishwasher']",ApartmentUnitFlat,2.0,2.0,2,,,,Inner North,Canberra,BRADDON,2612,-35.2708244,149.135727
96,Project,2014255206,Agency,26879,JWLand Development,"Offers Above $399,000","['Floorboards', 'SecureParking', 'Dishwasher']",ApartmentUnitFlat,1.0,1.0,1,,,,Inner North,Canberra,BRADDON,2612,-35.2708244,149.135727
