,type,id,advertiser_type,advertiser_id,advertiser_name,displayPrice,propertyFeatures,propertyType,bathrooms,bedrooms,carspaces,unitNumber,streetNumber,street,area,region,suburb,postcode,latitude,longitude
238,PropertyListing,2016056144,Agency,10311,Luton Properties - Dickson,Auction,"['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'SwimmingPool', 'Furnished', 'NorthFacing', 'Dishwasher', 'Study', 'SolarHotWater', 'SolarPanels']",House,3.0,3.0,2,,74,Atherton  Street,Inner North,Canberra,DOWNER,2602,-35.24164,149.1381
239,PropertyListing,2015177629,Agency,32393,Elders Canberra,"$850,000 - $870,000","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'Intercom', 'Dishwasher', 'Study', 'DoubleGlazedWindows', 'RainwaterStorageTank']",House,2.0,4.0,2,,30,KALLARA CLOSE,Weston Creek,Canberra,DUFFY,2611,-35.3413658,149.0378
240,PropertyListing,2014730366,Agency,22965,PURNELL,"Offers Above $485,000","['AirConditioning', 'SeparateDiningRoom']",ApartmentUnitFlat,2.0,4.0,1,34,18,Glenmaggie Street,Weston Creek,Canberra,DUFFY,2611,-35.33608,149.03334
241,PropertyListing,2014834424,Agency,22965,PURNELL,"Offers Above $385,000","['AirConditioning', 'Ensuite', 'SecureParking', 'BroadbandInternetAccess', 'Dishwasher']",ApartmentUnitFlat,2.0,2.0,1,7,93,Burrinjuck Crescent,Weston Creek,Canberra,DUFFY,2611,-35.3369942,149.031891
242,PropertyListing,2016060731,Agency,23514,Maureen Dwyer Property Consultant,"$895,000","['AirConditioning', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'AlarmSystem', 'Bath', 'Heating', 'SolarPanels']",House,2.0,4.0,2,,1,Waranga Place,Weston Creek,Canberra,DUFFY,2611,-35.34165,149.033188
243,PropertyListing,2016057921,Agency,11155,Luton Properties - Weston Creek and Molonglo Valley,Auction,"['BuiltInWardrobes', 'SecureParking', 'Heating', 'Study', 'SolarPanels']",House,1.0,3.0,1,,81,Dixon Drive,Weston Creek,Canberra,DUFFY,2611,-35.333828,149.0383
244,PropertyListing,2015685589,Agency,33011,"CIVIUM - Build, Develop, Create","$535,000",[],VacantLand,0.0,0.0,0,,42,Jemalong Street,Weston Creek,Canberra,DUFFY,2611,-35.3370743,149.030518
245,PropertyListing,2015683919,Agency,15357,Civium Property Group,"$535,000",[],VacantLand,0.0,0.0,0,,42,Jemalong Street,Weston Creek,Canberra,DUFFY,2611,-35.3370743,149.030518
246,PropertyListing,2016077990,Agency,21086,Luton Properties - Gungahlin,Auction,"['BuiltInWardrobes', 'SecureParking', 'Heating', 'Dishwasher', 'Shed']",House,1.0,3.0,2,,106,Hugh McKay Crescent,Belconnen,Canberra,DUNLOP,2615,-35.20073,149.013687
247,PropertyListing,2015934361,Agency,27223,inStyle Estate Agents,"$689,000+","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'SwimmingPool', 'AlarmSystem', 'Bath', 'Heating', 'Study', 'Shed', 'SolarPanels']",House,2.0,4.0,3,,18,Thornhill Crescent,Belconnen,Canberra,DUNLOP,2615,-35.1988,149.023254
248,PropertyListing,2015921575,Agency,10311,Luton Properties - Dickson,"$609,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Bath', 'Heating']",House,2.0,4.0,2,,,,Belconnen,Canberra,DUNLOP,2615,-35.1955566,149.02
249,PropertyListing,2015830970,Agency,23987,One Agency Sandy Morris,"Offers Above $495,000","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher']",House,1.0,3.0,2,,55,Hugh McKay Crescent,Belconnen,Canberra,DUNLOP,2615,-35.19926,149.0123
250,PropertyListing,2015993912,Agency,17735,Luton Properties - Kippax,"$830,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",House,2.0,4.0,2,,4,Menzel Crescent,Belconnen,Canberra,DUNLOP,2615,-35.1897545,149.031174
251,PropertyListing,2016009112,Agency,17080,McGrath Estate Agents,"$699,000+","['Ensuite', 'SecureParking', 'Heating']",House,2.0,5.0,2,,4,Lovely Close,Belconnen,Canberra,DUNLOP,2615,-35.19005,149.028732
252,PropertyListing,2016043152,Agency,17735,Luton Properties - Kippax,Auction,"['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'SolarPanels']",House,2.0,4.0,2,,19,Waterworth Street,Belconnen,Canberra,DUNLOP,2615,-35.19227,149.015884
253,PropertyListing,2013889333,Agency,25423,You Real Estate,"$779,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'NorthFacing', 'Gym', 'BroadbandInternetAccess', 'Heating', 'Dishwasher', 'Study']",House,2.0,5.0,2,,18,Elischer Street,Belconnen,Canberra,DUNLOP,2615,-35.1949,149.0282
254,PropertyListing,2014683885,Agency,27748,Harcourts Belconnen,"$439,000 +","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Heating', 'SolarHotWater']",House,1.0,3.0,1,,208,Kerrigan Street,Belconnen,Canberra,DUNLOP,2615,-35.1922874,149.018829
255,PropertyListing,2016059498,Agency,17735,Luton Properties - Kippax,Auction,"['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'Study']",House,3.0,4.0,3,,22,Counihan Court,Belconnen,Canberra,DUNLOP,2615,-35.20213,149.0125
256,PropertyListing,2016021508,Agency,15436,LJ Hooker Weston Creek,"$720,000+","['Floorboards', 'Gas', 'SecureParking', 'Heating', 'OutdoorSpa', 'SolarPanels']",House,1.0,4.0,2,,50,Kellway Street,Belconnen,Canberra,EVATT,2617,-35.20619,149.07106
257,PropertyListing,2016018986,Agency,17080,McGrath Estate Agents,Contact Agent,"['Floorboards', 'Gas', 'SecureParking', 'Heating']",House,1.0,3.0,2,,37,Sharwood Crescent,Belconnen,Canberra,EVATT,2617,-35.21581,149.061111
258,PropertyListing,2016037646,Agency,21086,Luton Properties - Gungahlin,Auction,"['Ensuite', 'SecureParking', 'SwimmingPool', 'Heating', 'Dishwasher', 'Study']",House,2.0,4.0,3,,27,Gollan Street,Belconnen,Canberra,EVATT,2617,-35.20408,149.073013
259,PropertyListing,2016021006,Agency,14099,LJ Hooker Belconnen,"$459,000","['AirConditioning', 'SecureParking', 'Bath']",Townhouse,2.0,3.0,2,29,60,Copland Drive,Belconnen,Canberra,EVATT,2617,-35.21215,149.061157
260,PropertyListing,2016039868,Agency,29103,Irwin Property,UNDER OFFER,"['BuiltInWardrobes', 'Gas', 'SecureParking', 'Heating', 'Study']",House,2.0,5.0,4,,18,McGill Street,Belconnen,Canberra,EVATT,2617,-35.216198,149.063034
261,PropertyListing,2015906866,Agency,17080,McGrath Estate Agents,"$600,000 +",['AirConditioning'],House,2.0,3.0,1,,138,Copland Drive,Belconnen,Canberra,EVATT,2617,-35.2067947,149.068314
262,PropertyListing,2016009487,Agency,11161,Independent Belconnen,"$305,000","['AirConditioning', 'BuiltInWardrobes', 'Study']",ApartmentUnitFlat,1.0,1.0,1,13,2,McClure Street,Belconnen,Canberra,EVATT,2617,-35.2085152,149.0727
263,PropertyListing,2015657789,Agency,14367,Wright Dunn Real Estate ,"$409,500","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'NorthFacing', 'Intercom', 'Dishwasher', 'Study']",ApartmentUnitFlat,1.0,3.0,1,11,2,McClure Street,Belconnen,Canberra,EVATT,2617,-35.2085152,149.0727
264,PropertyListing,2013912313,Agency,11161,Independent Belconnen,"$305,000","['AirConditioning', 'SecureParking', 'Heating', 'Study']",ApartmentUnitFlat,1.0,1.0,1,13,2,McClure Street,Belconnen,Canberra,EVATT,2617,-35.2085152,149.0727
265,PropertyListing,2016093587,Agency,18929,Paul & Robyn Sutton Properties,AUCTION,"['AirConditioning', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'SwimmingPool', 'Heating', 'Dishwasher']",House,2.0,4.0,2,,1,Ashkanasy Crescent,Belconnen,Canberra,EVATT,2617,-35.20777,149.06636
266,PropertyListing,2015915024,Agency,18793,Peter Blackshaw Tuggeranong,"$699,000+","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",House,2.0,3.0,2,,8,Gilday Place,Tuggeranong,Canberra,FADDEN,2904,-35.40329,149.119934
267,PropertyListing,2015877404,Agency,20010,Peter Blackshaw Real Estate Manuka,By Negotiation,"['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'SecureParking', 'SwimmingPool', 'Heating']",House,4.0,4.0,2,,78,Appel Crescent,Tuggeranong,Canberra,FADDEN,2904,-35.4008141,149.1142
268,PropertyListing,2016013303,Agency,30793,AbodeMe,"$930,000 - $955,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'SeparateDiningRoom', 'Heating', 'Dishwasher', 'Study', 'Shed', 'DoubleGlazedWindows']",House,3.0,5.0,2,,401,Bugden Avenue,Tuggeranong,Canberra,FADDEN,2904,-35.4016342,149.113251
269,PropertyListing,2016039702,Agency,31430,Hayman Partners,Auction on site 11:30am Saturday 14 March,"['BuiltInWardrobes', 'Ensuite', 'SecureParking', 'SwimmingPool', 'GroundFloor', 'Heating', 'Study']",House,3.0,5.0,2,,7,Appel Crescent,Tuggeranong,Canberra,FADDEN,2904,-35.4007072,149.107986
270,PropertyListing,2015837687,Agency,20068,McGrath Dickson,"Over $987,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'AlarmSystem', 'Intercom']",House,2.0,4.0,2,,2,Hawkesbury  Crescent,Woden Valley,Canberra,FARRER,2607,-35.3767357,149.109787
271,PropertyListing,2015871331,Agency,18604,PRDnationwide Canberra,"$765,000-$875,000","['Floorboards', 'SecureParking']",Townhouse,2.0,3.0,2,,54,Lambrigg Street,Woden Valley,Canberra,FARRER,2607,-35.3757248,149.100815
272,PropertyListing,2015995160,Agency,22060,Independent Tuggeranong,"Offers over $740,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher']",House,2.0,4.0,2,,5,Werribee Crescent,Woden Valley,Canberra,FARRER,2607,-35.37515,149.1064
273,PropertyListing,2015877223,Agency,31430,Hayman Partners,"$324,500","['BuiltInWardrobes', 'NorthFacing', 'Shed']",House,1.0,2.0,1,5,9,Farrer Place,Woden Valley,Canberra,FARRER,2607,-35.3753967,149.102081
274,PropertyListing,2016009115,Agency,28119,Belle Property Kingston,"$769,000","['AirConditioning', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'Study', 'SolarPanels']",House,2.0,4.0,5,,27,Gluyas Street,Woden Valley,Canberra,FARRER,2607,-35.3736,149.099655
275,PropertyListing,2016042599,Agency,19357,LJ Hooker Kippax,"Offers Over $759,000","['BuiltInWardrobes', 'Ensuite', 'Heating']",House,2.0,3.0,1,,34,Pridham Street,Woden Valley,Canberra,FARRER,2607,-35.37403,149.0942
276,PropertyListing,2015896430,Agency,27332,LJ Hooker Woden,"$340,000+","['BuiltInWardrobes', 'Heating', 'Shed', 'BalconyDeck']",Terrace,1.0,1.0,1,6,30,Gatton Street,Woden Valley,Canberra,FARRER,2607,-35.3744736,149.1025
277,PropertyListing,2015773816,Agency,32661,"Peter Blackshaw Woden, Weston Creek & Molonglo","$1,240,000","['BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'Bath', 'Heating', 'Dishwasher', 'Study', 'Shed']",House,2.0,4.0,2,,124,Hawkesbury Crescent,Woden Valley,Canberra,FARRER,2607,-35.3811836,149.104721
278,PropertyListing,2014589896,Agency,21939,Independent Woden,"$875,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",Townhouse,2.0,4.0,2,1,33,Lambrigg Street,Woden Valley,Canberra,FARRER,2607,-35.3742,149.099045
279,PropertyListing,2015491019,Agency,10311,Luton Properties - Dickson,"$849,000","['Ensuite', 'Gas', 'Heating']",House,2.0,4.0,5,,4,Gluyas Street,Woden Valley,Canberra,FARRER,2607,-35.37312,149.0977
280,PropertyListing,2016018971,Agency,17473,Ray White Canberra,"$440,000 - $460,000","['Gas', 'SecureParking', 'SwimmingPool', 'NorthFacing', 'Heating']",House,1.0,3.0,1,107,177,Badimara Street,Weston Creek,Canberra,FISHER,2611,-35.35993,149.056519
281,PropertyListing,2015965076,Agency,17473,Ray White Canberra,"$260,000 to $520,000","['AirConditioning', 'Gas', 'SecureParking', 'SwimmingPool', 'NorthFacing', 'Dishwasher', 'Study']",House,1.0,3.0,1,,177,Badimara Street,Weston Creek,Canberra,FISHER,2611,-35.35993,149.056519
282,PropertyListing,2013904418,Agency,10311,Luton Properties - Dickson,"$965,000","['Ensuite', 'Gas', 'SecureParking', 'NorthFacing', 'Heating', 'Study']",House,4.0,5.0,3,,36,Rosebery Street,Weston Creek,Canberra,FISHER,2611,-35.36243,149.052063
283,PropertyListing,2014590175,Agency,18604,PRDnationwide Canberra,"$780,000","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'SecureParking']",DevelopmentSite,3.0,5.0,2,,32,Rosebery Street,Weston Creek,Canberra,FISHER,2611,-35.3618546,149.0523
284,PropertyListing,2015656734,Agency,27223,inStyle Estate Agents,"$685,000+","['BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Bath', 'Heating']",Townhouse,2.0,4.0,1,4,133-135,Kambalda Crescent,Weston Creek,Canberra,FISHER,2611,-35.3641853,149.056488
285,PropertyListing,2014637547,Agency,31430,Hayman Partners,"$418,000","['Gas', 'SecureParking', 'SwimmingPool', 'Heating']",House,1.0,3.0,1,101,177,Badimara Street,Weston Creek,Canberra,FISHER,2611,-35.3601036,149.056854
286,PropertyListing,2015622368,Agency,17473,Ray White Canberra,"$360,000","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'SwimmingPool', 'NorthFacing', 'Dishwasher']",House,1.0,2.0,1,19,177,Badimara Street,Weston Creek,Canberra,FISHER,2611,-35.3584557,149.056671
287,PropertyListing,2015209380,Agency,31430,Hayman Partners,"$325,000","['AirConditioning', 'BuiltInWardrobes', 'InternalLaundry', 'SecureParking', 'SwimmingPool']",House,1.0,2.0,1,81,177,Badimara Street,Weston Creek,Canberra,FISHER,2611,-35.35952,149.0572
288,PropertyListing,2013811015,Agency,14060,Hodgkinson Real Estate ,"$320,000","['BuiltInWardrobes', 'SecureParking', 'SwimmingPool']",Townhouse,1.0,1.0,1,56,177,Badimara Street,Weston Creek,Canberra,FISHER,2611,-35.35809,149.056732
289,PropertyListing,2014645288,Agency,15436,LJ Hooker Weston Creek,"$289,000 +","['SecureParking', 'SwimmingPool', 'NorthFacing', 'Study']",Townhouse,1.0,2.0,1,5,177,Badimara Street,Weston Creek,Canberra,FISHER,2611,-35.35809,149.056732
290,PropertyListing,2016041141,Agency,19357,LJ Hooker Kippax,By Negotiation,"['AirConditioning', 'Ensuite', 'Gas', 'Heating']",House,3.0,6.0,4,,35,Whittell Crescent,Belconnen,Canberra,FLOREY,2615,-35.2210274,149.050583
291,PropertyListing,2015988723,Agency,14109,LJ Hooker Gungahlin,"$850,000","['Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Heating', 'Study', 'Shed']",House,2.0,5.0,2,,8,Belfield Crescent,Belconnen,Canberra,FLOREY,2615,-35.2208481,149.058731
292,PropertyListing,2015935739,Agency,14106,LJ Hooker Dickson,"$360,000+","['AirConditioning', 'BuiltInWardrobes', 'SwimmingPool', 'GroundFloor', 'Gym', 'Dishwasher', 'TennisCourt']",Townhouse,1.0,2.0,1,120,15,John Cleland Crescent,Belconnen,Canberra,FLOREY,2615,-35.22648,149.0588
293,PropertyListing,2015679716,Agency,14576,Sadil Quinlan Properties,"Offers over $780,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'NorthFacing', 'Bath', 'Heating', 'Dishwasher', 'Shed']",House,2.0,4.0,2,,7,Priestley Place,Belconnen,Canberra,FLOREY,2615,-35.2221451,149.052048
294,PropertyListing,2016054342,Agency,19982,Peter Blackshaw Real Estate Gungahlin,"Offers over $440,000","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Heating']",Townhouse,1.0,3.0,1,8,1,Flecker Place,Belconnen,Canberra,FLOREY,2615,-35.224556,149.056519
295,PropertyListing,2015873110,Agency,14099,LJ Hooker Belconnen,"$799,000+","['Ensuite', 'Gas', 'SecureParking', 'Heating', 'Study', 'DoubleGlazedWindows', 'SolarHotWater', 'SolarPanels']",House,2.0,4.0,2,,12,Willyama Place,Belconnen,Canberra,FLYNN,2615,-35.20265,149.047928
296,PropertyListing,2015873000,Agency,14099,LJ Hooker Belconnen,"$735,000+","['BuiltInWardrobes', 'Ensuite', 'SecureParking', 'GroundFloor']",House,2.0,4.0,2,,8A,Dolling Crescent,Belconnen,Canberra,FLYNN,2615,-35.2096138,149.046677
297,PropertyListing,2015803030,Agency,27748,Harcourts Belconnen,"$669,000 +","['Ensuite', 'Floorboards', 'Gas', 'SecureParking']",House,2.0,4.0,2,,19 A,Nulsen Circuit,Belconnen,Canberra,FLYNN,2615,-35.2069359,149.040833
298,PropertyListing,2014165451,Agency,21656,Independent Gungahlin,"$649,900","['BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Bath', 'Heating']",House,2.0,3.0,2,,4,Bingle Street,Belconnen,Canberra,FLYNN,2615,-35.2058372,149.0474
299,PropertyListing,2014841913,Agency,21655,Independent Inner North & City,"$635,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath']",Townhouse,2.0,3.0,2,1,8,Newland Street,Belconnen,Canberra,FLYNN,2615,-35.2059021,149.049011
300,PropertyListing,2016094569,Agency,30387,Peter Blackshaw Real Estate Belconnen,"$700,000",[],VacantLand,0.0,0.0,0,,10,Bird Place,Belconnen,Canberra,FLYNN,2615,-35.19581,149.048065
301,PropertyListing,2016093137,Agency,17473,Ray White Canberra,Auction,"['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'Shed']",House,1.0,3.0,1,,12,Bennett Place,Belconnen,Canberra,FLYNN,2615,-35.20717,149.039459
302,PropertyListing,2016027708,Agency,14174,Laurrie Scheele,Contact Agent,"['Ensuite', 'SecureParking', 'AlarmSystem', 'Heating', 'Study']",House,2.0,4.0,2,,25,Aida Ball Circuit,Gungahlin,Canberra,FORDE,2914,-35.1728,149.149948
303,PropertyListing,2015994983,Agency,17080,McGrath Estate Agents,"$910,000+","['Ensuite', 'Gas', 'SecureParking', 'Heating', 'SolarPanels']",House,2.0,4.0,2,,21,Blizzard Circuit,Gungahlin,Canberra,FORDE,2914,-35.1578751,149.151855
304,PropertyListing,2015961154,Agency,12937,Ian McNamee & Partners,"$780,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Heating']",House,2.0,4.0,2,,4,Cleggett Street,Gungahlin,Canberra,FORDE,2914,-35.16567,149.145065
305,PropertyListing,2015329175,Agency,27223,inStyle Estate Agents,Exchanged - Contact agent,"['Ensuite', 'SecureParking', 'GroundFloor', 'Heating']",Townhouse,2.0,4.0,2,,21,Volpato Street,Gungahlin,Canberra,FORDE,2914,-35.16051,149.149612
306,PropertyListing,2016036391,Agency,17080,McGrath Estate Agents,"$879,000+","['BuiltInWardrobes', 'Ensuite', 'Gas', 'PetsAllowed', 'SecureParking', 'GroundFloor', 'AlarmSystem', 'Heating', 'Study']",House,2.0,4.0,2,,5,Mantle Street,Gungahlin,Canberra,FORDE,2914,-35.17317,149.149033
307,PropertyListing,2015992740,Agency,32661,"Peter Blackshaw Woden, Weston Creek & Molonglo","$749,000","['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher']",House,3.0,4.0,2,3,25,Hurrell Street,Gungahlin,Canberra,FORDE,2914,-35.1686668,149.143387
308,PropertyListing,2015484846,Agency,27147,Agent Team Belconnen,"$1,300,000+","['BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'AlarmSystem', 'Intercom', 'Bath', 'Heating', 'Dishwasher', 'Study', 'Shed', 'FullyFenced']",House,3.0,5.0,2,,7,Leslie Dwyer Street,Gungahlin,Canberra,FORDE,2914,-35.1743164,149.143845
309,PropertyListing,2015303556,Agency,32135,Christine Shaw Properties,"$740,000","['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Bath', 'RainwaterStorageTank']",House,2.0,4.0,2,,,,Gungahlin,Canberra,FORDE,2914,-35.16639,149.143051
310,PropertyListing,2014303636,Agency,17080,McGrath Estate Agents,"For Sale, price  guide over $655,000","['AirConditioning', 'Gas', 'SecureParking', 'Dishwasher', 'Study']",House,2.0,4.0,2,,33,Volpato Street,Gungahlin,Canberra,FORDE,2914,-35.1605759,149.1495
311,PropertyListing,2016085876,Agency,21656,Independent Gungahlin,"Offers over $770,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'OutdoorSpa']",House,2.0,4.0,2,,3,Miljanovic Street,Gungahlin,Canberra,FORDE,2914,-35.16478,149.145782
312,Project,2014840326,Agency,31557,Addval Developments,By Negotiation,"['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'Dishwasher', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'SolarPanels']",NewApartments,3.0,4.0,2,,7,State Circle,Inner South,Canberra,FORREST,2603,-35.31233,149.124435
313,Project,2015250351,Agency,31557,Addval Developments,"Offers Above $1,389,000","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'GroundFloor', 'Heating', 'Dishwasher', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'SolarPanels']",NewApartments,3.0,3.0,2,,7,State Circle,Inner South,Canberra,FORREST,2603,-35.31233,149.124435
314,Project,2015135686,Agency,31557,Addval Developments,"Offers Above $889,000","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'BroadbandInternetAccess', 'Dishwasher', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'SolarPanels']",NewApartments,2.0,2.0,2,,7,State Circle,Inner South,Canberra,FORREST,2603,-35.31233,149.124435
315,Project,2015405122,Agency,31557,Addval Developments,"$599,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Dishwasher', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'SolarPanels']",NewApartments,1.0,1.0,1,,7,State Circle,Inner South,Canberra,FORREST,2603,-35.31233,149.124435
316,PropertyListing,2016027170,Agency,13898,Berkely Residential,E.O.I.,"['BuiltInWardrobes', 'Floorboards', 'Gas', 'SecureParking', 'SwimmingPool', 'AlarmSystem', 'Intercom', 'BroadbandInternetAccess', 'SeparateDiningRoom', 'Heating', 'Dishwasher', 'Study', 'SolarPanels']",House,4.0,5.0,3,,3,Tennyson Crescent,Inner South,Canberra,FORREST,2603,-35.31868,149.120743
317,PropertyListing,2015869613,Agency,28121,Total Property Sales,"$1,625,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'GroundFloor', 'Bath', 'Study']",Townhouse,2.0,3.0,3,3,5,Arthur Circle,Inner South,Canberra,FORREST,2603,-35.3176155,149.127609
318,PropertyListing,2015869839,Agency,28121,Total Property Sales,"$1,625,000","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'GroundFloor', 'Bath', 'Study']",Townhouse,2.0,3.0,3,3,5,Arthur Circle,Inner South,Canberra,FORREST,2603,-35.3176155,149.127609
319,PropertyListing,2015995537,Agency,31430,Hayman Partners,"$999,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Heating', 'Dishwasher']",ApartmentUnitFlat,2.0,2.0,2,,Apt 16,Estate,Inner South,Canberra,FORREST,2603,-35.32139,149.131454
320,PropertyListing,2016039845,Agency,28119,Belle Property Kingston,Auction Sat 29th Feb 12:00pm,"['AirConditioning', 'Ensuite', 'SecureParking', 'Heating', 'TennisCourt']",House,2.0,5.0,2,,9,Mugga Way,Inner South,Canberra,FORREST,2603,-35.3220825,149.118774
321,PropertyListing,2015900456,Agency,22965,PURNELL,"Offers Above $530,000","['AirConditioning', 'SecureParking', 'Intercom', 'BroadbandInternetAccess', 'Dishwasher']",ApartmentUnitFlat,2.0,2.0,2,37,38,Canberra Avenue,Inner South,Canberra,FORREST,2603,-35.3174858,149.131927
322,PropertyListing,2015975672,Agency,17473,Ray White Canberra,"$380,000","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'SwimmingPool', 'Furnished', 'Bath', 'Dishwasher', 'Study']",ApartmentUnitFlat,1.0,1.0,1,35,10,Dominion Circuit,Inner South,Canberra,FORREST,2603,-35.3153534,149.1313
323,PropertyListing,2015742923,Agency,13898,Berkely Residential,Contact Agent,[],Townhouse,0.0,0.0,4,,62,Franklin Street,Inner South,Canberra,FORREST,2603,-35.31803,149.130844
324,PropertyListing,2015655828,Agency,10310,Luton Properties - Manuka,"$1,995,000","['BuiltInWardrobes', 'CableOrSatellite', 'Ensuite', 'Gas', 'SecureParking', 'GroundFloor', 'Intercom', 'Bath', 'Heating', 'Dishwasher', 'Study', 'SolarHotWater']",Townhouse,2.0,3.0,2,4,26,Empire Circuit,Inner South,Canberra,FORREST,2603,-35.31777,149.1299
325,PropertyListing,2015977568,Agency,17473,Ray White Canberra,"$790,000","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'Shed']",House,2.0,4.0,2,,8,Dorothy Green Crescent,Gungahlin,Canberra,FRANKLIN,2913,-35.20651,149.136322
326,PropertyListing,2015997207,Agency,14109,LJ Hooker Gungahlin,"$750,000+","['Gas', 'SecureParking', 'Dishwasher', 'SolarPanels']",House,2.0,4.0,2,,12,Joan  Long Street,Gungahlin,Canberra,FRANKLIN,2913,-35.1976929,149.14238
327,PropertyListing,2016039746,Agency,20150,Morrissey Property Pty Ltd,"Offers Above $560,000","['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'Study']",Townhouse,2.0,3.0,2,21,98,Henry Kendall Street,Gungahlin,Canberra,FRANKLIN,2913,-35.1898956,149.149857
328,PropertyListing,2016015792,Agency,14109,LJ Hooker Gungahlin,"$530,000+","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating']",ApartmentUnitFlat,2.0,3.0,2,2,72,Henry Kendall Street,Gungahlin,Canberra,FRANKLIN,2913,-35.1922264,149.1499
329,PropertyListing,2015921176,Agency,20068,McGrath Dickson,"Over $499,000","['BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Heating']",Townhouse,3.0,3.0,1,8,8,Henry Kendall Street,Gungahlin,Canberra,FRANKLIN,2913,-35.1967964,149.149475
330,PropertyListing,2015995095,Agency,14109,LJ Hooker Gungahlin,"$479,000+","['NorthFacing', 'Gym', 'TennisCourt']",ApartmentUnitFlat,2.0,3.0,2,90,227,Flemington Road,Gungahlin,Canberra,FRANKLIN,2913,-35.20238,149.148224
